Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
1977:12:16:0 0.732662 -0.233857 -0.123288 0.911234
1978:1:16:0 0.500757 0.0959051 -0.0945165 0.500062
1978:2:16:0 0.320735 -0.0631034 -0.237547 0.47106
1978:3:16:0 0.084521 -0.266704 0.00633398 0.214706
1978:4:16:0 -0.0625505 -0.380436 -0.0914262 0.17338
1978:5:16:0 0.000726576 -0.539122 0.183931 0.178322
1978:6:16:0 -0.138381 -0.754299 0.456721 0.0104078
1978:7:16:0 0.00299037 -0.434658 0.608826 -0.0840934
1978:8:16:0 -0.072607 -0.609628 0.33404 0.0651871
1978:9:16:0 -0.153323 -0.343463 0.253473 -0.108328
1978:10:16:0 -0.123236 -0.270692 0.00445374 0.0098829
1978:11:16:0 -0.0469838 0.0540488 -0.0935976 -0.0272094
1978:12:16:0 -0.0470434 0.309135 0.0237618 -0.213492
1979:1:16:0 0.133011 0.230309 0.00357997 0.0160659
1979:2:16:0 0.10854 -0.128799 0.0698794 0.138
1979:3:16:0 0.117411 -0.0275094 -0.0841733 0.173252
1979:4:16:0 0.146128 0.373876 -0.110647 0.0145133
1979:5:16:0 -0.0272849 0.322489 0.133921 -0.25549
1979:6:16:0 0.0611094 0.477545 0.170076 -0.262701
1979:7:16:0 -0.00689567 0.305441 -0.0577994 -0.130716
1979:8:16:0 -0.015939 0.501419 -0.1179 -0.207698
1979:9:16:0 0.028718 0.765975 0.140691 -0.424615
1979:10:16:0 0.184917 0.699303 -0.118005 -0.105731
1979:11:16:0 0.149498 0.461463 -0.13432 -0.0140736
1979:12:16:0 0.458601 0.334433 -0.129065 0.355917
1980:1:16:0 0.517348 0.304571 -0.265178 0.497652
1980:2:16:0 0.514961 0.089401 -0.315786 0.628154
1980:3:16:0 0.426808 0.220616 -0.157397 0.395199
1980:4:16:0 0.320693 0.232523 -0.235302 0.322083
1980:5:16:0 0.349118 0.379779 -0.153487 0.235972
1980:6:16:0 0.276479 0.268931 -0.175204 0.229615
1980:7:16:0 0.220282 -0.134519 -0.0599431 0.317513
1980:8:16:0 -0.0275165 -0.0595768 0.117371 -0.0564135
1980:9:16:0 0.0521433 0.116179 -0.0334393 0.0107736
1980:10:16:0 0.195421 -0.144869 -0.0284796 0.282096
1980:11:16:0 0.31921 -0.123317 0.0764473 0.342645
1980:12:16:0 0.237641 -0.269107 0.182772 0.280809
1981:1:16:0 0.0211134 -0.672905 -0.0135071 0.36432
1981:2:16:0 -0.125667 -0.438618 0.0365252 0.0753795
1981:3:16:0 0.108891 -0.11308 0.0241209 0.153371
1981:4:16:0 -0.119958 -0.182722 0.227301 -0.142248
1981:5:16:0 -0.0880056 -0.110175 0.498032 -0.281934
1981:6:16:0 -0.215623 0.0230322 0.452231 -0.453254
1981:7:16:0 -0.286852 -0.182156 0.627507 -0.509528
1981:8:16:0 -0.181247 -0.30862 0.413697 -0.233785
1981:9:16:0 0.0341465 -0.0324424 0.315452 -0.107358
1981:10:16:0 0.0619533 0.0647381 0.227498 -0.0841647
1981:11:16:0 0.0788643 -0.044546 0.290842 -0.0442838
1981:12:16:0 0.168377 0.264001 -0.0223491 0.0475514
1982:1:16:0 0.100292 0.303537 0.174302 -0.138628
1982:2:16:0 0.030144 0.119752 0.0920802 -0.0757721
1982:3:16:0 0.261459 -0.201003 0.122609 0.300655
1982:4:16:0 0.46122 -0.0177205 -0.0229536 0.481557
1982:5:16:0 0.57761 0.394842 -0.0956284 0.428004
1982:6:16:0 0.715072 0.420538 -0.174016 0.591811
1982:7:16:0 0.449882 0.563358 -0.332177 0.334292
1982:8:16:0 0.419888 0.976834 -0.455654 0.159298
1982:9:16:0 0.55547 1.72164 -0.507808 -0.0514469
1982:10:16:0 0.948157 1.98755 -0.436302 0.172534
1982:11:16:0 0.71933 2.45353 -0.414804 -0.300031
1982:12:16:0 0.667116 2.69831 -0.116648 -0.623716
1983:1:16:0 0.765559 2.49725 -0.0388168 -0.463655
1983:2:16:0 0.678465 2.08786 0.0244657 -0.377697
1983:3:16:0 0.509711 2.12485 0.0102539 -0.55784
1983:4:16:0 0.265474 2.47851 0.019045 -0.983302
1983:5:16:0 0.326925 2.90752 -0.113511 -1.07008
1983:6:16:0 0.21226 3.15122 0.138188 -1.43244
1983:7:16:0 -0.0234449 2.83272 0.165409 -1.52251
1983:8:16:0 -0.0947696 2.24758 0.142502 -1.28981
1983:9:16:0 -0.270021 1.46504 0.342786 -1.17393
1983:10:16:0 -0.423823 0.892603 0.344057 -1.04215
1983:11:16:0 -0.463657 0.565361 0.303564 -0.898119
1983:12:16:0 -0.278793 0.518539 0.13792 -0.607023
1984:1:16:0 -0.23049 0.177295 0.345885 -0.49208
1984:2:16:0 -0.253981 -0.0403894 0.380625 -0.424099
1984:3:16:0 -0.364507 0.0771433 0.299785 -0.552971
1984:4:16:0 -0.466805 0.0976273 0.348079 -0.689658
1984:5:16:0 -0.461004 -0.362667 0.277342 -0.418341
1984:6:16:0 -0.384461 -0.459463 0.0600042 -0.184731
1984:7:16:0 -0.186705 -0.166593 0.0642442 -0.13553
1984:8:16:0 -0.25051 -0.120574 0.22053 -0.300488
1984:9:16:0 -0.0104306 -0.0212966 0.381081 -0.190323
1984:10:16:0 -0.402131 -0.250381 0.204729 -0.379305
1984:11:16:0 -0.630949 -0.0871691 0.175006 -0.674867
1984:12:16:0 -0.826224 -0.246638 0.129585 -0.767698
1985:1:16:0 -0.394729 -0.418069 0.0383777 -0.204883
1985:2:16:0 -0.449075 -0.543371 0.153882 -0.254331
1985:3:16:0 -0.562715 -0.291279 0.27835 -0.556251
1985:4:16:0 -0.556975 -0.571174 0.276061 -0.409419
1985:5:16:0 -0.456473 -0.780157 0.213011 -0.1729
1985:6:16:0 -0.416666 -0.715524 0.0623147 -0.0900615
1985:7:16:0 -0.139896 -0.632117 -0.053008 0.202666
1985:8:16:0 -0.0817345 -0.648312 -0.0347903 0.259817
1985:9:16:0 -0.0354869 -0.534393 0.0205269 0.221446
1985:10:16:0 -0.061441 -0.496735 0.123688 0.125082
1985:11:16:0 0.0587982 -0.549492 0.424166 0.121461
1985:12:16:0 0.0762664 -0.37642 0.524459 0.0022466
1986:1:16:0 -0.176887 -0.309067 0.251458 -0.148082
1986:2:16:0 -0.0901408 -0.0267671 0.0978777 -0.125696
1986:3:16:0 -0.0842619 -0.245801 0.168511 -0.0456169
1986:4:16:0 -0.0464179 -0.334856 0.1571 0.0424599
1986:5:16:0 -0.0329885 -0.430976 0.384314 -0.00965733
1986:6:16:0 0.229844 -0.408928 0.300041 0.284288
1986:7:16:0 0.330196 -0.0521882 0.371991 0.170294
1986:8:16:0 0.453978 0.0457377 0.29764 0.282289
1986:9:16:0 0.662458 0.0770291 0.169715 0.539086
1986:10:16:0 0.705337 0.435065 0.281573 0.347018
1986:11:16:0 0.785626 0.528468 0.195311 0.423737
1986:12:16:0 0.671666 0.633385 0.0346498 0.337649
1987:1:16:0 0.675843 0.678867 0.00583331 0.333492
1987:2:16:0 0.716708 0.835057 -0.244179 0.421269
1987:3:16:0 0.78767 0.953494 0.00110607 0.31037
1987:4:16:0 0.509987 1.05318 0.138201 -0.085704
1987:5:16:0 0.586 1.16674 0.188806 -0.0917733
1987:6:16:0 0.798115 0.822166 0.239942 0.267062
1987:7:16:0 0.846857 1.22912 0.0856797 0.189458
1987:8:16:0 0.852843 1.19574 0.120792 0.194579
1987:9:16:0 0.971991 1.40851 0.0905938 0.22244
1987:10:16:0 1.02646 1.33862 0.238377 0.237966
1987:11:16:0 1.03534 1.05904 0.29076 0.360441
1987:12:16:0 0.908528 1.092 0.22601 0.249524
1988:1:16:0 0.757464 0.456941 0.402533 0.327727
1988:2:16:0 0.545167 0.0928174 0.478235 0.259641
1988:3:16:0 0.436634 0.0645018 0.724563 0.0421009
1988:4:16:0 -0.0048859 -0.294168 0.641275 -0.178439
1988:5:16:0 -0.274661 -0.479383 0.575438 -0.322688
1988:6:16:0 -0.382579 -1.11016 0.556427 -0.105715
1988:7:16:0 -0.509397 -0.98423 0.603463 -0.319014
1988:8:16:0 -0.487404 -0.903508 0.761853 -0.416576
1988:9:16:0 -0.537042 -0.846722 0.811269 -0.519315
1988:10:16:0 -1.04534 -0.79216 0.76487 -1.03169
1988:11:16:0 -1.12626 -0.571544 0.648689 -1.16483
1988:12:16:0 -1.04651 -0.691995 0.456062 -0.928544
1989:1:16:0 -1.16838 -0.312004 0.556574 -1.29067
1989:2:16:0 -1.00397 0.0438 0.502315 -1.27703
1989:3:16:0 -0.872823 -0.283824 0.484965 -0.973394
1989:4:16:0 -0.686283 -0.240052 0.488159 -0.810337
1989:5:16:0 -0.487568 -0.63683 0.401729 -0.370017
1989:6:16:0 -0.486424 -0.375021 0.434586 -0.516207
1989:7:16:0 -0.254022 -0.116491 0.582874 -0.487213
1989:8:16:0 -0.277052 -0.21529 0.631144 -0.484979
1989:9:16:0 -0.0519786 -0.189091 0.506454 -0.21066
1989:10:16:0 -0.0641466 -0.163766 0.490689 -0.227608
1989:11:16:0 0.0229763 -0.202154 0.288204 -0.0200488
1989:12:16:0 0.173021 -0.114596 0.163473 0.148583
1990:1:16:0 0.253228 -0.0993683 0.13573 0.235047
1990:2:16:0 0.298493 0.13894 0.2767 0.0906733
1990:3:16:0 0.329222 -0.0733114 0.173428 0.279163
1990:4:16:0 0.263368 0.0390595 0.25562 0.116028
1990:5:16:0 0.316191 0.042908 0.34998 0.119747
1990:6:16:0 0.227433 0.0587009 0.262259 0.0669529
1990:7:16:0 0.419312 -0.269274 0.349351 0.379273
1990:8:16:0 0.49621 -0.168338 0.388599 0.38608
1990:9:16:0 0.468505 -0.0118044 0.0520044 0.448405
1990:10:16:0 0.612749 -0.281879 0.160304 0.673536
1990:11:16:0 0.53609 -0.259303 0.0268422 0.652321
1990:12:16:0 0.663944 -0.119626 -0.0517819 0.749648
1991:1:16:0 0.711318 -0.00946163 -0.025564 0.728831
1991:2:16:0 0.55253 -0.0369383 -0.0306391 0.586318
1991:3:16:0 0.467603 0.068168 -0.0723443 0.469691
1991:4:16:0 0.634918 -0.255552 0.0128157 0.756286
1991:5:16:0 0.647736 0.250012 -0.0779436 0.561702
1991:6:16:0 0.706092 0.401711 0.0303559 0.490058
1991:7:16:0 0.662067 0.685557 0.0889871 0.274795
1991:8:16:0 0.655398 0.160381 0.0423933 0.554011
1991:9:16:0 0.526098 0.148032 -0.0654342 0.484799
1991:10:16:0 0.859903 0.444568 -0.246133 0.760685
1991:11:16:0 0.854046 0.643685 -0.098337 0.581372
1991:12:16:0 0.89833 0.590999 -0.137322 0.671492
1992:1:16:0 0.682124 0.608837 -0.0446352 0.400023
1992:2:16:0 0.678573 0.564833 -0.0227061 0.40751
1992:3:16:0 0.662311 0.801885 0.00600208 0.258367
1992:4:16:0 0.665023 1.23756 0.11396 -0.0107374
1992:5:16:0 0.709862 1.41525 0.109227 -0.0523774
1992:6:16:0 0.573062 0.630553 0.176174 0.169699
1992:7:16:0 0.638266 0.197316 -0.00716569 0.543191
1992:8:16:0 0.419098 0.0571113 0.200771 0.290157
1992:9:16:0 0.438027 -0.126207 0.271021 0.36562
1992:10:16:0 0.340745 0.0347148 0.206993 0.219891
1992:11:16:0 0.326264 0.0515231 -0.0610285 0.331017
1992:12:16:0 0.370899 -0.02986 -0.0566032 0.414131
1993:1:16:0 0.519672 0.168989 -0.0717664 0.471061
1993:2:16:0 0.47518 0.508188 -0.0891718 0.265672
1993:3:16:0 0.411543 0.559394 0.0526463 0.105523
1993:4:16:0 0.535026 0.90991 -0.159618 0.15988
1993:5:16:0 0.562619 1.08932 -0.156917 0.0964188
1993:6:16:0 0.543659 0.753596 0.0814608 0.126131
1993:7:16:0 0.537506 0.449315 0.0472124 0.289242
1993:8:16:0 0.497712 0.364177 0.0380955 0.296575
1993:9:16:0 0.577692 0.326007 -0.0127547 0.421066
1993:10:16:0 0.563579 0.468932 -0.118997 0.388611
1993:11:16:0 0.579567 0.18778 0.224663 0.373346
1993:12:16:0 0.53121 0.154244 0.0971425 0.405516
1994:1:16:0 0.412164 0.287193 0.133535 0.2018
1994:2:16:0 0.241329 -0.0169947 0.281221 0.109216
1994:3:16:0 0.36002 -0.280448 0.316209 0.34214
1994:4:16:0 0.437939 -0.324216 0.29604 0.452027
1994:5:16:0 0.448735 -0.12846 0.232284 0.396822
1994:6:16:0 0.536445 -0.112972 0.182325 0.501769
1994:7:16:0 0.7082 -0.2449 0.0851216 0.788089
1994:8:16:0 0.891327 -0.355891 -0.0368041 1.08767
1994:9:16:0 0.770363 0.119999 -0.131076 0.775902
1994:10:16:0 0.943211 0.676092 -0.0235197 0.616924
1994:11:16:0 0.972903 0.672699 -0.018839 0.645973
1994:12:16:0 0.885291 0.757606 -0.0373008 0.525138
1995:1:16:0 0.849453 0.804769 -0.040333 0.467236
1995:2:16:0 0.799455 0.469008 0.069936 0.529982
1995:3:16:0 0.78461 0.0194077 0.123499 0.713156
1995:4:16:0 0.631649 -0.292193 0.180456 0.687518
1995:5:16:0 0.557754 -0.324046 0.294434 0.57256
1995:6:16:0 0.602658 -0.081849 0.436093 0.425536
1995:7:16:0 0.527252 0.171746 0.478501 0.202129
1995:8:16:0 0.393134 -0.111891 0.594535 0.151812
1995:9:16:0 0.266051 -0.1081 0.495074 0.0725641
1995:10:16:0 0.0613666 -0.116145 0.512711 -0.136916
1995:11:16:0 0.0207706 0.0169586 0.546965 -0.261191
1995:12:16:0 0.0403316 -0.0999572 0.513992 -0.166686
1996:1:16:0 -0.0527898 -0.139656 0.41285 -0.189387
1996:2:16:0 -0.0592128 0.0525662 0.322652 -0.246822
1996:3:16:0 0.0186455 0.271679 0.377465 -0.305927
1996:4:16:0 0.0747388 -0.413852 0.493537 0.034896
1996:5:16:0 -0.021124 -0.229399 0.491402 -0.152125
1996:6:16:0 0.206621 -0.31391 0.483082 0.122036
1996:7:16:0 0.0928418 -0.173274 0.651628 -0.146335
1996:8:16:0 0.00579091 0.0901566 0.568446 -0.32351
1996:9:16:0 0.051932 -0.016319 0.589246 -0.234532
1996:10:16:0 0.106746 -0.198597 0.614877 -0.101394
1996:11:16:0 0.198826 -0.231171 0.49362 0.0676012
1996:12:16:0 0.154656 -0.498718 0.318891 0.244569
1997:1:16:0 0.225504 -0.252169 0.152151 0.275513
1997:2:16:0 0.193112 0.0435399 0.0606982 0.140993
1997:3:16:0 0.234035 0.654939 0.0381334 -0.112501
1997:4:16:0 0.51991 0.67281 0.168906 0.0990518
1997:5:16:0 0.677642 1.48265 0.110746 -0.119056
1997:6:16:0 0.605376 2.18621 0.161533 -0.568495
1997:7:16:0 0.814019 2.61226 -0.00738331 -0.488422
1997:8:16:0 0.915115 3.02782 -0.174643 -0.511474
1997:9:16:0 1.03275 3.08672 -0.112225 -0.454491
1997:10:16:0 1.03384 3.22096 0.163938 -0.658609
1997:11:16:0 1.0925 3.23697 0.070536 -0.56125
1997:12:16:0 0.854095 3.36176 0.289698 -0.971633
1998:1:16:0 0.973675 2.85174 0.0781162 -0.491254
1998:2:16:0 0.803403 2.40872 0.240421 -0.521169
1998:3:16:0 0.584258 2.32795 0.345613 -0.752522
1998:4:16:0 0.297918 2.19877 0.325339 -0.964138
1998:5:16:0 0.2784 2.191 0.397443 -1.01582
1998:6:16:0 -0.00743274 1.5111 0.599217 -1.06259
1998:7:16:0 -0.115118 1.17515 0.954297 -1.17984
1998:8:16:0 -0.248617 1.00313 1.06998 -1.28517
1998:9:16:0 -0.277384 0.529836 1.05082 -1.06771
1998:10:16:0 -0.529633 0.334955 0.9449 -1.16956
1998:11:16:0 -0.615549 0.258702 0.858238 -1.17402
1998:12:16:0 -0.7879 0.209856 0.608175 -1.19692
1999:1:16:0 -0.928308 0.0739126 0.660365 -1.29545
1999:2:16:0 -1.00766 0.252526 0.64599 -1.45692
1999:3:16:0 -0.677643 0.397994 0.683765 -1.21852
1999:4:16:0 -0.545838 -0.246103 0.571952 -0.708762
1999:5:16:0 -0.533547 -0.100913 0.419267 -0.692724
1999:6:16:0 -0.473195 -0.215655 0.385329 -0.558032
1999:7:16:0 -0.4538 -0.234813 0.420703 -0.546745
1999:8:16:0 -0.545256 -0.16208 0.239437 -0.583934
1999:9:16:0 -0.417794 -0.507249 0.456831 -0.392585
1999:10:16:0 -0.472995 -0.5222 0.546444 -0.485117
1999:11:16:0 -0.712177 -0.744137 0.473903 -0.57706
1999:12:16:0 -0.849711 -0.67473 0.549252 -0.786972
2000:1:16:0 -0.93767 -0.660457 0.612836 -0.91386
2000:2:16:0 -1.05453 -0.18839 0.548125 -1.23439
2000:3:16:0 -0.938137 -0.0845744 0.493068 -1.14238
2000:4:16:0 -0.719321 0.404171 0.49508 -1.16895
2000:5:16:0 -0.622224 0.00505078 0.414417 -0.831958
2000:6:16:0 -0.388423 -0.451771 0.265233 -0.295154
2000:7:16:0 -0.257869 -0.355047 0.118842 -0.139766
2000:8:16:0 -0.148923 -0.232299 0.367535 -0.216541
2000:9:16:0 -0.101106 -0.108245 0.425638 -0.259802
2000:10:16:0 -0.204449 -0.168269 0.413934 -0.327282
2000:11:16:0 -0.229262 -0.284688 0.517383 -0.34561
2000:12:16:0 -0.469386 -0.0935036 0.481701 -0.663484
2001:1:16:0 -0.500684 -0.28073 0.689361 -0.705
2001:2:16:0 -0.527105 0.0592536 0.569193 -0.841328
2001:3:16:0 -0.402066 0.527999 0.63351 -0.982821
2001:4:16:0 -0.169616 0.520678 0.600542 -0.730226
2001:5:16:0 -0.047143 -0.0630898 0.433921 -0.232559
2001:6:16:0 0.126601 -0.238951 0.566913 -0.0373796
2001:7:16:0 0.329184 -0.122797 0.332913 0.224126
2001:8:16:0 0.341377 -0.211842 0.39435 0.250123
2001:9:16:0 0.39806 -0.608623 0.453637 0.475553
2001:10:16:0 0.305373 -0.450836 0.565364 0.248109
2001:11:16:0 0.291941 -0.478715 0.580247 0.241175
2001:12:16:0 0.100199 -0.393681 0.416132 0.0889733
2002:1:16:0 0.320757 -0.463461 0.414194 0.345391
2002:2:16:0 0.258806 -0.111934 0.404861 0.112342
2002:3:16:0 0.331446 0.601249 0.409322 -0.17384
2002:4:16:0 0.448201 0.349528 0.504066 0.0214042
2002:5:16:0 0.473531 0.421876 0.37366 0.0757629
2002:6:16:0 0.724908 0.0475587 0.358841 0.521708
2002:7:16:0 0.710692 0.115012 0.187616 0.559378
2002:8:16:0 0.723933 0.0936434 0.0867999 0.633712
2002:9:16:0 0.753317 0.278935 0.0694819 0.579109
2002:10:16:0 0.902748 0.644067 0.314929 0.42325
2002:11:16:0 0.956215 0.821615 0.356789 0.367013
2002:12:16:0 0.851048 0.810688 0.296816 0.297296
2003:1:16:0 0.790911 0.342264 0.265578 0.486989
2003:2:16:0 0.641004 0.11682 0.232348 0.46642
2003:3:16:0 0.657387 -0.0649254 0.208732 0.585484
2003:4:16:0 0.465274 -0.334562 0.446608 0.409251
2003:5:16:0 0.16949 -0.693347 0.462142 0.285093
2003:6:16:0 0.310574 -0.362842 0.347952 0.318019
2003:7:16:0 0.396825 0.0201428 0.500595 0.136457
2003:8:16:0 0.40225 0.377254 0.393344 0.0169508
2003:9:16:0 0.477571 0.00819301 0.429596 0.258677
2003:10:16:0 0.641343 0.35028 0.521021 0.205693
2003:11:16:0 0.585413 0.483123 0.416289 0.135706
2003:12:16:0 0.455831 0.568848 0.254086 0.0443636
2004:1:16:0 0.484075 0.408752 0.316319 0.12154
2004:2:16:0 0.365106 0.278478 0.497156 -0.0227112
2004:3:16:0 0.184445 0.199097 0.544445 -0.187326
2004:4:16:0 0.267893 0.15757 0.409633 -0.0157085
2004:5:16:0 0.345241 -0.318384 0.355848 0.326509
2004:6:16:0 0.402614 -0.266839 0.152639 0.459714
2004:7:16:0 0.585525 -0.207842 0.192441 0.593225
2004:8:16:0 0.678242 -0.0663672 0.0163292 0.703261
2004:9:16:0 0.824355 0.138011 0.100118 0.70529
2004:10:16:0 0.844325 0.31611 -0.00130077 0.68692
2004:11:16:0 0.77812 0.519235 0.106796 0.465104
2004:12:16:0 0.795226 0.553439 0.304341 0.366336
2005:1:16:0 0.856691 0.277041 0.298572 0.568884
2005:2:16:0 0.548409 -0.15547 0.216261 0.518014
2005:3:16:0 0.503251 -0.340071 0.352855 0.496859
2005:4:16:0 0.425049 0.0975141 0.173653 0.289465
2005:5:16:0 0.368539 0.348585 0.250614 0.0689393
2005:6:16:0 0.358408 0.171366 0.295984 0.124733
2005:7:16:0 0.24715 0.32242 0.475772 -0.151946
2005:8:16:0 0.207072 0.204441 0.368721 -0.0795094
2005:9:16:0 0.269753 -0.26354 0.298839 0.252104
2005:10:16:0 0.262891 -0.482591 0.512061 0.248156
2005:11:16:0 0.118806 -0.975631 0.0946507 0.559297
2005:12:16:0 -0.0898089 -0.85867 -0.170642 0.424847
2006:1:16:0 -0.292845 -0.271829 0.323849 -0.318855
2006:2:16:0 -0.434665 0.378851 0.496911 -0.872546
2006:3:16:0 -0.268371 0.0960066 0.405789 -0.519268
2006:4:16:0 -0.0384282 -0.128067 0.363602 -0.156196
2006:5:16:0 0.131229 0.0107449 0.407419 -0.0778527
2006:6:16:0 0.267794 -0.0147298 0.419937 0.0651909
2006:7:16:0 0.306741 0.234999 0.154402 0.11204
2006:8:16:0 0.54429 0.559509 0.00990244 0.259584
2006:9:16:0 0.716578 0.775571 0.266862 0.195361
2006:10:16:0 0.817493 1.00742 -0.0796324 0.353599
2006:11:16:0 0.858395 0.921497 0.0907616 0.352265
2006:12:16:0 0.823507 0.849954 0.243633 0.276714
2007:1:16:0 0.592682 0.652491 0.311789 0.110542
2007:2:16:0 0.367674 0.339777 0.334031 0.0307694
2007:3:16:0 0.286997 -0.0563706 0.181552 0.224406
2007:4:16:0 0.254861 -0.257377 0.169059 0.299019
2007:5:16:0 0.0632207 -0.552696 0.283592 0.197773
2007:6:16:0 0.195606 -0.624635 0.541622 0.237113
2007:7:16:0 0.161775 -0.299144 0.458026 0.0823338
2007:8:16:0 0.0716824 -0.61405 0.377562 0.189926
2007:9:16:0 -0.183108 -0.869701 0.385348 0.059068
2007:10:16:0 -0.418914 -1.00855 0.383808 -0.106541
2007:11:16:0 -0.683939 -1.29843 0.371916 -0.220683
2007:12:16:0 -0.757475 -1.05978 0.480536 -0.467854
2008:1:16:0 -0.989099 -0.723786 0.527455 -0.890933
2008:2:16:0 -1.11053 -0.190819 0.590092 -1.31017
2008:3:16:0 -0.90004 0.155612 0.525606 -1.24065
2008:4:16:0 -0.673487 0.227618 0.467621 -1.02111
2008:5:16:0 -0.561545 0.171322 0.276151 -0.785281
2008:6:16:0 -0.421528 0.33664 0.161964 -0.67083
2008:7:16:0 -0.199714 0.551655 0.31913 -0.635107
2008:8:16:0 -0.116671 0.802759 0.465215 -0.750658
2008:9:16:0 -0.140284 0.41053 0.544352 -0.617725
2008:10:16:0 -0.127186 0.305792 0.570126 -0.565145
2008:11:16:0 -0.251572 0.0545714 0.634085 -0.5959
2008:12:16:0 -0.408809 0.00348904 0.768311 -0.794709
2009:1:16:0 -0.391988 0.0506435 0.615784 -0.725202
2009:2:16:0 -0.349612 0.0652303 0.603617 -0.684036
2009:3:16:0 -0.202504 -0.241168 0.591024 -0.377432
2009:4:16:0 0.0453421 0.358468 0.563387 -0.415586
2009:5:16:0 0.311217 0.547758 0.44431 -0.184817
2009:6:16:0 0.497122 0.779256 0.453994 -0.119503
2009:7:16:0 0.633297 0.913574 0.501761 -0.0743705
2009:8:16:0 0.728442 0.827687 0.401191 0.114003
2009:9:16:0 0.755293 0.602642 0.26361 0.322167
2009:10:16:0 1.00342 0.570596 0.240589 0.597824
2009:11:16:0 1.23026 0.568859 0.16788 0.86189
2009:12:16:0 1.27268 0.831997 0.158892 0.777232
2010:1:16:0 1.17679 0.516677 0.0770434 0.879931
2010:2:16:0 0.893944 0.269024 0.19544 0.661712
2010:3:16:0 0.827877 0.1528 0.386898 0.558028
2010:4:16:0 0.688684 0.57702 0.405211 0.197569
2010:5:16:0 0.296054 0.45919 0.564039 -0.215561
2010:6:16:0 0.051935 -0.0370875 0.736994 -0.298018
2010:7:16:0 -0.210454 -0.466574 0.845653 -0.399994
2010:8:16:0 -0.623875 -0.711835 0.766803 -0.651359
2010:9:16:0 -0.793421 -0.816949 0.770874 -0.770383
2010:10:16:0 -0.934882 -1.07904 0.771057 -0.78089
2010:11:16:0 -0.98829 -0.981786 0.697945 -0.846369
2010:12:16:0 -0.964525 -0.806257 0.739139 -0.930966
2011:1:16:0 -1.0195 -0.582426 0.642291 -1.04943
2011:2:16:0 -0.841228 -0.00937028 0.587064 -1.13007
2011:3:16:0 -0.554327 -0.210776 0.405531 -0.651704
2011:4:16:0 -0.452019 0.0273872 0.326998 -0.629212
2011:5:16:0 -0.33673 0.149487 0.32296 -0.572954
2011:6:16:0 -0.233249 0.331128 0.204064 -0.500846
2011:7:16:0 -0.196971 0.240058 0.0949792 -0.364489
2011:8:16:0 -0.350137 -0.0917043 0.283504 -0.446037
2011:9:16:0 -0.372874 -0.527951 0.333331 -0.275564
2011:10:16:0 -0.439205 -0.516603 0.475128 -0.418467
2011:11:16:0 -0.524471 -0.442057 0.510025 -0.558455
2011:12:16:0 -0.689813 -0.256407 0.67553 -0.899374
2012:1:16:0 -0.638377 -0.211965 0.481891 -0.77334
2012:2:16:0 -0.491687 0.549224 0.503513 -1.01805
2012:3:16:0 -0.333782 0.346381 0.426817 -0.720381
2012:4:16:0 -0.151158 0.544197 0.32069 -0.583602
2012:5:16:0 -0.0970787 0.47495 0.516678 -0.592893
2012:6:16:0 0.0445654 0.913449 0.307669 -0.565994
2012:7:16:0 0.159489 1.01253 0.265626 -0.479592
2012:8:16:0 0.434922 0.627169 0.179505 0.0315851
2012:9:16:0 0.477324 0.404246 0.308935 0.120733
2012:10:16:0 0.500262 0.101388 0.226259 0.336439
2012:11:16:0 0.530481 0.0396892 0.418116 0.301579
2012:12:16:0 0.284634 -0.111981 0.457306 0.111972
2013:1:16:0 0.143634 -0.21526 0.322701 0.0899137
2013:2:16:0 -0.0521572 0.0396567 0.424052 -0.284012
2013:3:16:0 -0.0246657 0.22504 0.548913 -0.411642
2013:4:16:0 0.130346 -0.252287 0.637416 -0.0622183
2013:5:16:0 0.152525 -0.605181 0.682085 0.114073
2013:6:16:0 0.128519 -0.804477 0.593835 0.23384
2013:7:16:0 0.169078 -0.610961 0.67816 0.135478
2013:8:16:0 0.245204 -0.463654 0.622511 0.165775
2013:9:16:0 0.253783 -0.302545 0.663996 0.073057
2013:10:16:0 0.227216 0.100798 0.449517 -0.0479413
2013:11:16:0 0.320901 -0.122487 0.39263 0.18583
2013:12:16:0 0.184138 0.0681132 0.587851 -0.143844
2014:1:16:0 0.0398949 0.226592 0.387572 -0.267187
2014:2:16:0 0.21362 -0.320112 0.272886 0.237233
2014:3:16:0 0.365827 -0.041153 0.313656 0.229576
2014:4:16:0 0.411322 0.079844 0.433859 0.15447
2014:5:16:0 0.487335 0.602817 0.446945 -0.0375456
2014:6:16:0 0.555202 0.945813 0.642053 -0.238731
2014:7:16:0 0.471098 0.937161 0.497688 -0.246326
2014:8:16:0 0.507527 0.724492 0.465373 -0.087406
2014:9:16:0 0.629955 0.330163 0.409412 0.260167
2014:10:16:0 0.676333 0.576936 0.247481 0.264124
2014:11:16:0 0.863151 0.742068 0.299143 0.342545
2014:12:16:0 0.741241 0.551626 0.386833 0.272012
2015:1:16:0 0.778626 0.233618 0.36788 0.477878
2015:2:16:0 0.81424 -0.0964265 0.268208 0.728349
2015:3:16:0 0.738936 0.0584699 0.25993 0.579736
2015:4:16:0 0.959002 0.60291 0.225642 0.544726
2015:5:16:0 0.913867 1.10374 0.316226 0.203886
