SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
0.63214,-0.5786,-1.09875,0.12653,-0.14591,-0.30377,-0.74358,-0.54569,-0.62039,-0.40395,-0.26063,-0.24147,-0.42055,-0.45684,-0.63268,-0.67531,-0.11575,0.57045,-0.00554,0.31814,0.27067,0.23055,0.14325,0.08321,-0.01145,-0.10581,-0.27285,-0.39187,-0.59755,-0.78953,-0.49509,0.28954,0.24969,0.2567,0.28948,0.17752,0.12776,0.04874,-0.0121,0.21443,-0.10319,0.70668,0.91583,0.74495,0.76409,0.73801,0.70324,0.68723
-1.15892,-0.36458,-1.0442,-1.39309,-0.18439,-0.37096,-0.49543,-0.88226,-0.67667,-0.73655,-0.52377,-0.37877,-0.35608,-0.53271,-0.57079,-0.74239,-0.76829,-0.20785,0.4791,-0.07677,0.24352,0.19826,0.15821,0.07134,0.01367,-0.08023,-0.17629,-0.34289,-0.45868,-0.66273,-0.85559,-0.555,0.23616,0.1964,0.20389,0.23773,0.12386,0.07287,-0.00857,-0.06762,0.15814,-0.15954,0.66098,0.87176,0.70321,0.72348,0.69808,0.66344
-1.43325,-1.62031,-0.98716,-1.4604,-1.66596,-0.49249,-0.61194,-0.69385,-1.04193,-0.82547,-0.87822,-0.66814,-0.52172,-0.4971,-0.67512,-0.71314,-0.879,-0.88703,-0.32485,0.37299,-0.18262,0.14513,0.10157,0.05994,-0.02695,-0.08428,-0.18004,-0.27645,-0.44115,-0.55346,-0.75486,-0.94272,-0.63962,0.16094,0.12218,0.12932,0.16351,0.04789,-0.00418,-0.08805,-0.14731,0.08103,-0.23565,0.59743,0.81302,0.64282,0.66441,0.63954
-0.76924,-1.38318,-1.61353,-1.18776,-1.60588,-1.77925,-0.70129,-0.76556,-0.80798,-1.1333,-0.92522,-0.97248,-0.77039,-0.62535,-0.59841,-0.7737,-0.81137,-0.97128,-0.96446,-0.40032,0.29355,-0.25558,0.06956,0.03013,-0.00857,-0.09131,-0.14801,-0.24188,-0.3364,-0.50017,-0.60835,-0.80772,-0.99181,-0.69521,0.10085,0.06257,0.06939,0.10405,-0.01113,-0.06199,-0.14589,-0.2033,0.02578,-0.29029,0.54729,0.768,0.59787,0.61973
-1.08553,-1.3098,-1.55086,-1.72759,-1.47951,-1.74123,-1.86545,-0.97306,-0.98462,-1.00334,-1.26987,-1.05968,-1.10155,-0.91836,-0.78126,-0.75147,-0.91532,-0.95179,-1.093,-1.07026,-0.52944,0.14861,-0.38361,-0.0576,-0.09364,-0.13263,-0.21232,-0.26686,-0.36144,-0.4544,-0.61131,-0.71255,-0.90027,-1.07656,-0.78475,0.00286,-0.03451,-0.02915,0.00448,-0.11004,-0.15945,-0.2425,-0.29908,-0.07213,-0.37661,0.45648,0.68029,0.51363
1.58031,1.1958,0.95699,0.64378,0.36175,0.46981,0.07993,-0.2552,0.27747,0.07283,-0.05897,-0.48154,-0.36188,-0.41277,-0.23735,-0.11581,-0.10244,-0.252,-0.29219,-0.44468,-0.48609,0.01553,0.60447,0.10124,0.40322,0.35901,0.31949,0.24513,0.18869,0.10631,0.02596,-0.13113,-0.24536,-0.44865,-0.64415,-0.36656,0.37495,0.33516,0.3397,0.36763,0.26137,0.22026,0.1493,0.09129,0.29588,-0.00356,0.76084,0.96199
-0.20914,0.96316,0.65099,0.47672,0.25881,0.05486,0.12938,-0.1433,-0.3921,-0.00526,-0.16025,-0.21818,-0.55691,-0.44846,-0.49567,-0.33905,-0.23481,-0.22005,-0.34828,-0.38413,-0.49982,-0.51614,-0.05962,0.47726,0.03479,0.32636,0.29012,0.25632,0.18856,0.13962,0.05788,-0.01745,-0.17226,-0.28284,-0.47194,-0.66064,-0.40037,0.31289,0.27478,0.28058,0.30583,0.20297,0.16097,0.08889,0.03446,0.23042,-0.06171,0.67375
0.638,0.12369,0.9594,0.71125,0.57162,0.39154,0.21359,0.2947,0.05981,-0.17483,0.14542,-0.00822,-0.1013,-0.4247,-0.3386,-0.38139,-0.2319,-0.13189,-0.12191,-0.24539,-0.28075,-0.39014,-0.40351,0.02731,0.55611,0.1229,0.40649,0.37084,0.33971,0.27352,0.22481,0.157,0.08722,-0.05327,-0.15874,-0.35991,-0.55276,-0.29666,0.39986,0.36166,0.36972,0.39524,0.29767,0.2554,0.18677,0.13449,0.32251,0.03848
0.24161,0.47538,0.10681,0.90279,0.67162,0.54613,0.38051,0.21658,0.29836,0.08619,-0.14633,0.12717,-0.00931,-0.09329,-0.38426,-0.31475,-0.35591,-0.21601,-0.11792,-0.10866,-0.2256,-0.25769,-0.36543,-0.37927,0.03613,0.55131,0.13365,0.40201,0.36601,0.33645,0.27017,0.22196,0.15811,0.0894,-0.05027,-0.15761,-0.35716,-0.54383,-0.29111,0.38936,0.3493,0.36013,0.38413,0.28748,0.2431,0.17431,0.12337,0.30882
1.29133,1.00293,0.98811,0.6242,1.21699,1.01618,0.90888,0.77262,0.63198,0.70622,0.52376,0.31385,0.54247,0.37677,0.26435,-0.06922,-0.01345,-0.06804,0.06965,0.16617,0.17733,0.06676,0.03605,-0.07905,-0.0969,0.30185,0.78442,0.36786,0.61906,0.58029,0.55094,0.48787,0.43946,0.37698,0.31381,0.1734,0.05992,-0.14705,-0.34176,-0.10312,0.57337,0.53031,0.53951,0.56261,0.46684,0.42444,0.35899,0.30702
